stage,dataset,config,judge,judge_raw,judge_model,interaction_id,file,overall,average,CAC,EPC,AR,TRA,ACQ
20,psydial,S2,gpt,gpt,gpt-5.1,psydial_1076,PsyDial_S2_gpt_judgments.jsonl,3.1,3.1,3.0,3.5,3.0,3.5,2.5
20,psydial,S2,gpt,gpt,gpt-5.1,psydial_1411,PsyDial_S2_gpt_judgments.jsonl,2.7,2.7,2.5,3.0,2.5,3.0,2.5
20,psydial,S2,gpt,gpt,gpt-5.1,psydial_1670,PsyDial_S2_gpt_judgments.jsonl,3.05,3.05,3.0,3.5,2.75,3.25,2.75
20,psydial,S2,gpt,gpt,gpt-5.1,psydial_1843,PsyDial_S2_gpt_judgments.jsonl,3.05,3.05,3.0,3.5,3.0,3.0,2.75
20,psydial,S2,gpt,gpt,gpt-5.1,psydial_741,PsyDial_S2_gpt_judgments.jsonl,3.05,3.05,3.0,3.5,3.0,3.0,2.75
20,psydial,S2,gpt,gpt,gpt-5.1,psydial_495,PsyDial_S2_gpt_judgments.jsonl,2.9,2.9,2.75,3.75,2.75,3.0,2.25
20,psydial,S2,gpt,gpt,gpt-5.1,psydial_1874,PsyDial_S2_gpt_judgments.jsonl,2.65,2.65,2.5,3.0,2.5,2.75,2.5
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1657,PsyDial_S2_qwen_thinking_judgments.jsonl,2.2,2.2,2.0,2.5,2.25,2.5,1.75
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_511,PsyDial_S2_qwen_thinking_judgments.jsonl,2.05,2.05,2.25,2.25,2.0,2.0,1.75
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1580,PsyDial_S2_qwen_thinking_judgments.jsonl,2.75,2.75,3.0,3.0,2.75,2.75,2.25
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_369,PsyDial_S2_qwen_thinking_judgments.jsonl,2.6,2.6,2.75,2.875,2.625,2.5,2.25
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_125,PsyDial_S2_qwen_thinking_judgments.jsonl,2.0,2.0,2.0,2.0,2.0,2.0,2.0
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1728,PsyDial_S2_qwen_thinking_judgments.jsonl,2.2,2.2,2.0,3.0,2.0,2.0,2.0
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_2017,PsyDial_S2_qwen_thinking_judgments.jsonl,2.4,2.4,2.25,3.25,2.25,2.0,2.25
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_470,PsyDial_S2_qwen_thinking_judgments.jsonl,1.6,1.6,1.5,2.0,1.5,1.5,1.5
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_794,PsyDial_S2_qwen_thinking_judgments.jsonl,2.4,2.4,2.5,3.0,2.0,2.5,2.0
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_2167,PsyDial_S2_qwen_thinking_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1496,PsyDial_S2_qwen_thinking_judgments.jsonl,2.5,2.5,2.5,3.5,2.5,2.5,1.5
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1134,PsyDial_S2_qwen_thinking_judgments.jsonl,1.2,1.2,1.5,1.0,1.5,1.0,1.0
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_553,PsyDial_S2_qwen_thinking_judgments.jsonl,1.8,1.8,2.0,3.0,1.0,2.0,1.0
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1076,PsyDial_S2_qwen_thinking_judgments.jsonl,1.6,1.6,2.0,1.0,2.0,2.0,1.0
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1411,PsyDial_S2_qwen_thinking_judgments.jsonl,1.8,1.8,1.5,3.0,1.5,1.5,1.5
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1670,PsyDial_S2_qwen_thinking_judgments.jsonl,1.9,1.9,2.25,1.75,2.0,2.0,1.5
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1843,PsyDial_S2_qwen_thinking_judgments.jsonl,2.475,2.475,2.375,2.875,2.375,2.375,2.375
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_741,PsyDial_S2_qwen_thinking_judgments.jsonl,1.2,1.2,1.0,2.0,1.0,1.0,1.0
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_495,PsyDial_S2_qwen_thinking_judgments.jsonl,2.25,2.25,1.75,3.25,2.25,2.25,1.75
20,psydial,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1874,PsyDial_S2_qwen_thinking_judgments.jsonl,2.0,2.0,2.0,2.0,2.0,2.0,2.0
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_1657,PsyDial_S3_claude_judgments.jsonl,2.5,2.5,2.5,2.5,2.5,3.0,2.0
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_511,PsyDial_S3_claude_judgments.jsonl,1.9,1.9,2.0,1.5,2.0,2.5,1.5
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_1580,PsyDial_S3_claude_judgments.jsonl,2.6,2.6,3.0,2.0,3.0,3.0,2.0
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_369,PsyDial_S3_claude_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_125,PsyDial_S3_claude_judgments.jsonl,2.8,2.8,2.5,3.5,2.5,3.0,2.5
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_1728,PsyDial_S3_claude_judgments.jsonl,2.6,2.6,2.5,2.5,2.5,3.0,2.5
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_2017,PsyDial_S3_claude_judgments.jsonl,2.2,2.2,2.0,2.0,2.0,3.0,2.0
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_470,PsyDial_S3_claude_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_794,PsyDial_S3_claude_judgments.jsonl,3.1,3.1,3.0,3.0,3.0,3.5,3.0
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_2167,PsyDial_S3_claude_judgments.jsonl,2.2,2.2,2.0,2.0,2.0,3.0,2.0
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_1496,PsyDial_S3_claude_judgments.jsonl,2.9,2.9,3.0,3.5,2.5,3.0,2.5
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_1134,PsyDial_S3_claude_judgments.jsonl,1.8,1.8,2.0,1.0,2.0,2.5,1.5
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_553,PsyDial_S3_claude_judgments.jsonl,2.7,2.7,2.5,3.0,2.5,3.0,2.5
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_1076,PsyDial_S3_claude_judgments.jsonl,2.3,2.3,2.0,3.0,2.0,2.5,2.0
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_1411,PsyDial_S3_claude_judgments.jsonl,2.0,2.0,1.5,2.0,2.0,2.5,2.0
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_1670,PsyDial_S3_claude_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_1843,PsyDial_S3_claude_judgments.jsonl,2.9,2.9,2.5,3.5,2.5,3.0,3.0
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_741,PsyDial_S3_claude_judgments.jsonl,2.6,2.6,2.5,2.5,2.5,3.0,2.5
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_495,PsyDial_S3_claude_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
20,psydial,S3,claude,claude,anthropic/claude-sonnet-4-6,psydial_1874,PsyDial_S3_claude_judgments.jsonl,2.6,2.6,2.5,3.0,2.5,2.5,2.5
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1657,PsyDial_S3_gemini_judgments.jsonl,2.2,2.2,2.0,3.5,2.0,2.5,1.0
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_511,PsyDial_S3_gemini_judgments.jsonl,1.4,1.4,2.0,1.0,1.0,2.0,1.0
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1580,PsyDial_S3_gemini_judgments.jsonl,3.2,3.2,3.5,4.5,3.0,3.0,2.0
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_369,PsyDial_S3_gemini_judgments.jsonl,1.2,1.2,1.0,1.0,1.0,2.0,1.0
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_125,PsyDial_S3_gemini_judgments.jsonl,1.9,1.9,2.0,3.0,1.5,2.0,1.0
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1728,PsyDial_S3_gemini_judgments.jsonl,2.2,2.2,2.0,4.0,1.5,2.0,1.5
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2017,PsyDial_S3_gemini_judgments.jsonl,2.6,2.6,2.0,4.0,2.5,2.5,2.0
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_470,PsyDial_S3_gemini_judgments.jsonl,1.3,1.3,1.5,1.0,1.5,1.5,1.0
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_794,PsyDial_S3_gemini_judgments.jsonl,3.5,3.5,3.5,4.5,3.0,3.5,3.0
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2167,PsyDial_S3_gemini_judgments.jsonl,1.6,1.6,2.0,2.0,1.0,2.0,1.0
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1496,PsyDial_S3_gemini_judgments.jsonl,2.7,2.7,2.5,4.5,2.0,3.0,1.5
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1134,PsyDial_S3_gemini_judgments.jsonl,1.4,1.4,1.5,1.0,1.5,2.0,1.0
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_553,PsyDial_S3_gemini_judgments.jsonl,1.3,1.3,1.5,1.0,1.5,1.5,1.0
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1076,PsyDial_S3_gemini_judgments.jsonl,2.0,2.0,1.5,3.5,1.5,2.5,1.0
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1411,PsyDial_S3_gemini_judgments.jsonl,1.9,1.9,1.5,3.0,1.5,2.0,1.5
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1670,PsyDial_S3_gemini_judgments.jsonl,2.7,2.7,2.0,4.5,2.0,3.0,2.0
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1843,PsyDial_S3_gemini_judgments.jsonl,2.7,2.7,2.5,4.5,2.0,2.5,2.0
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_741,PsyDial_S3_gemini_judgments.jsonl,2.0,2.0,2.0,2.0,2.0,2.0,2.0
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_495,PsyDial_S3_gemini_judgments.jsonl,2.5,2.5,2.0,4.0,2.0,3.0,1.5
20,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1874,PsyDial_S3_gemini_judgments.jsonl,1.9,1.9,1.5,3.0,1.5,2.0,1.5
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_1657,PsyDial_S3_gpt_judgments.jsonl,2.8,2.8,3.0,3.0,2.5,3.0,2.5
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_511,PsyDial_S3_gpt_judgments.jsonl,2.9,2.9,3.0,3.0,3.0,3.0,2.5
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_1580,PsyDial_S3_gpt_judgments.jsonl,3.35,3.35,3.5,3.5,3.25,3.5,3.0
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_369,PsyDial_S3_gpt_judgments.jsonl,3.1,3.1,3.0,3.5,3.0,3.25,2.75
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_125,PsyDial_S3_gpt_judgments.jsonl,3.1,3.1,3.0,4.0,3.0,3.0,2.5
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_1728,PsyDial_S3_gpt_judgments.jsonl,3.45,3.45,3.5,4.0,3.25,3.5,3.0
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_2017,PsyDial_S3_gpt_judgments.jsonl,2.95,2.95,3.0,3.5,2.75,2.5,3.0
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_470,PsyDial_S3_gpt_judgments.jsonl,2.7,2.7,2.5,3.0,2.5,3.0,2.5
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_794,PsyDial_S3_gpt_judgments.jsonl,3.55,3.55,3.5,4.5,3.25,3.5,3.0
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_2167,PsyDial_S3_gpt_judgments.jsonl,2.7,2.7,3.0,2.5,2.5,3.0,2.5
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_1496,PsyDial_S3_gpt_judgments.jsonl,3.4,3.4,3.5,4.0,3.0,3.5,3.0
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_1134,PsyDial_S3_gpt_judgments.jsonl,2.65,2.65,3.0,2.0,2.75,3.0,2.5
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_553,PsyDial_S3_gpt_judgments.jsonl,3.1,3.1,3.0,3.5,3.0,3.5,2.5
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_1076,PsyDial_S3_gpt_judgments.jsonl,2.95,2.95,2.5,3.75,3.0,3.0,2.5
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_1411,PsyDial_S3_gpt_judgments.jsonl,2.5,2.5,2.5,3.0,2.5,2.5,2.0
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_1670,PsyDial_S3_gpt_judgments.jsonl,3.25,3.25,3.0,4.0,3.0,3.5,2.75
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_1843,PsyDial_S3_gpt_judgments.jsonl,3.1,3.1,3.0,4.0,3.0,3.0,2.5
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_741,PsyDial_S3_gpt_judgments.jsonl,3.1,3.1,3.0,4.0,3.0,3.0,2.5
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_495,PsyDial_S3_gpt_judgments.jsonl,3.0,3.0,3.0,3.5,3.0,3.0,2.5
20,psydial,S3,gpt,gpt,gpt-5.1,psydial_1874,PsyDial_S3_gpt_judgments.jsonl,2.6,2.6,2.5,3.0,2.5,2.5,2.5
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1657,PsyDial_S3_qwen_thinking_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_511,PsyDial_S3_qwen_thinking_judgments.jsonl,1.4,1.4,1.5,1.25,1.5,1.25,1.5
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1580,PsyDial_S3_qwen_thinking_judgments.jsonl,2.0,2.0,2.0,3.0,2.0,2.0,1.0
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_369,PsyDial_S3_qwen_thinking_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_125,PsyDial_S3_qwen_thinking_judgments.jsonl,1.9,1.9,2.0,2.5,1.5,2.0,1.5
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1728,PsyDial_S3_qwen_thinking_judgments.jsonl,1.8,1.8,2.0,2.0,2.0,2.0,1.0
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_2017,PsyDial_S3_qwen_thinking_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_470,PsyDial_S3_qwen_thinking_judgments.jsonl,1.3,1.3,1.5,1.0,1.5,1.0,1.5
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_794,PsyDial_S3_qwen_thinking_judgments.jsonl,2.25,2.25,2.5,2.75,2.25,2.0,1.75
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_2167,PsyDial_S3_qwen_thinking_judgments.jsonl,1.4,1.4,1.5,1.25,1.5,1.75,1.0
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1496,PsyDial_S3_qwen_thinking_judgments.jsonl,2.05,2.05,2.25,2.75,2.0,1.75,1.5
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1134,PsyDial_S3_qwen_thinking_judgments.jsonl,1.4,1.4,1.5,1.25,1.5,1.25,1.5
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_553,PsyDial_S3_qwen_thinking_judgments.jsonl,2.0,2.0,2.0,3.0,2.0,2.0,1.0
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1076,PsyDial_S3_qwen_thinking_judgments.jsonl,1.4,1.4,1.5,1.0,1.5,1.5,1.5
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1411,PsyDial_S3_qwen_thinking_judgments.jsonl,1.8,1.8,2.0,3.0,1.0,2.0,1.0
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1670,PsyDial_S3_qwen_thinking_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1843,PsyDial_S3_qwen_thinking_judgments.jsonl,2.2,2.2,2.5,3.0,2.0,2.0,1.5
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_741,PsyDial_S3_qwen_thinking_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_495,PsyDial_S3_qwen_thinking_judgments.jsonl,2.8,2.8,3.0,3.25,2.75,2.75,2.25
20,psydial,S3,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,psydial_1874,PsyDial_S3_qwen_thinking_judgments.jsonl,2.0,2.0,2.0,2.0,2.0,2.0,2.0
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_60352,SoulChat_S1_claude_judgments.jsonl,2.6,2.6,2.5,3.0,2.5,3.0,2.0
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_82948,SoulChat_S1_claude_judgments.jsonl,2.3,2.3,2.0,2.5,2.0,2.5,2.5
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_18458,SoulChat_S1_claude_judgments.jsonl,2.2,2.2,2.0,2.5,2.0,2.5,2.0
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_180487,SoulChat_S1_claude_judgments.jsonl,2.1,2.1,2.0,2.0,2.0,2.5,2.0
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_152749,SoulChat_S1_claude_judgments.jsonl,2.6,2.6,2.5,3.0,2.5,2.5,2.5
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_221019,SoulChat_S1_claude_judgments.jsonl,2.2,2.2,2.0,2.5,2.0,2.5,2.0
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_189145,SoulChat_S1_claude_judgments.jsonl,1.6,1.6,1.0,2.0,1.0,2.0,2.0
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_61440,SoulChat_S1_claude_judgments.jsonl,1.6,1.6,1.0,2.0,1.0,2.0,2.0
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_173167,SoulChat_S1_claude_judgments.jsonl,2.1,2.1,2.0,2.0,2.0,2.5,2.0
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_249771,SoulChat_S1_claude_judgments.jsonl,2.0,2.0,2.0,2.0,2.0,2.0,2.0
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_192378,SoulChat_S1_claude_judgments.jsonl,2.1,2.1,2.0,2.0,2.0,2.5,2.0
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_165169,SoulChat_S1_claude_judgments.jsonl,3.1,3.1,3.0,3.5,3.0,3.0,3.0
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_88035,SoulChat_S1_claude_judgments.jsonl,2.0,2.0,2.0,2.0,2.0,2.0,2.0
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_139945,SoulChat_S1_claude_judgments.jsonl,1.9,1.9,1.5,1.5,2.0,2.5,2.0
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_70068,SoulChat_S1_claude_judgments.jsonl,2.8,2.8,2.0,3.5,2.0,3.5,3.0
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_246013,SoulChat_S1_claude_judgments.jsonl,2.6,2.6,2.5,2.5,2.5,3.0,2.5
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_119162,SoulChat_S1_claude_judgments.jsonl,3.0,3.0,2.5,3.5,2.5,3.0,3.5
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_41153,SoulChat_S1_claude_judgments.jsonl,1.7,1.7,1.5,2.0,1.5,2.0,1.5
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_234243,SoulChat_S1_claude_judgments.jsonl,2.7,2.7,2.5,3.0,2.5,2.5,3.0
20,soulchat,S1,claude,claude,anthropic/claude-sonnet-4-6,soulchat_204320,SoulChat_S1_claude_judgments.jsonl,2.6,2.6,2.5,3.0,2.5,2.5,2.5
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_60352,SoulChat_S1_gemini_judgments.jsonl,1.6,1.6,1.5,2.0,1.5,1.5,1.5
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_82948,SoulChat_S1_gemini_judgments.jsonl,1.8,1.8,1.5,3.0,1.0,1.5,2.0
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_18458,SoulChat_S1_gemini_judgments.jsonl,2.1,2.1,2.0,2.0,2.0,2.5,2.0
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_180487,SoulChat_S1_gemini_judgments.jsonl,1.6,1.6,1.5,1.5,1.5,1.5,2.0
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_152749,SoulChat_S1_gemini_judgments.jsonl,2.1,2.1,2.0,2.0,2.5,2.0,2.0
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_221019,SoulChat_S1_gemini_judgments.jsonl,2.1,2.1,2.0,3.0,2.0,1.5,2.0
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_189145,SoulChat_S1_gemini_judgments.jsonl,1.1,1.1,1.0,1.0,1.0,1.0,1.5
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_61440,SoulChat_S1_gemini_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_173167,SoulChat_S1_gemini_judgments.jsonl,1.7,1.7,1.5,1.5,1.5,2.0,2.0
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_249771,SoulChat_S1_gemini_judgments.jsonl,1.3,1.3,1.5,1.0,1.0,1.5,1.5
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_192378,SoulChat_S1_gemini_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_165169,SoulChat_S1_gemini_judgments.jsonl,2.1,2.1,2.0,2.5,2.0,2.0,2.0
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_88035,SoulChat_S1_gemini_judgments.jsonl,1.5,1.5,1.5,1.0,1.5,2.0,1.5
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_139945,SoulChat_S1_gemini_judgments.jsonl,1.4,1.4,1.0,1.0,1.0,2.0,2.0
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_70068,SoulChat_S1_gemini_judgments.jsonl,1.5,1.5,1.5,1.5,1.5,1.5,1.5
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_246013,SoulChat_S1_gemini_judgments.jsonl,1.6,1.6,1.5,1.5,1.5,1.5,2.0
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_119162,SoulChat_S1_gemini_judgments.jsonl,2.2,2.2,2.0,2.5,2.0,2.0,2.5
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_41153,SoulChat_S1_gemini_judgments.jsonl,1.5,1.5,1.5,2.0,1.0,1.5,1.5
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_234243,SoulChat_S1_gemini_judgments.jsonl,1.3,1.3,1.0,1.0,1.5,1.5,1.5
20,soulchat,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,soulchat_204320,SoulChat_S1_gemini_judgments.jsonl,1.7,1.7,1.5,2.5,1.5,1.5,1.5
20,soulchat,S1,gpt,gpt,gpt-5.1,soulchat_60352,SoulChat_S1_gpt_judgments.jsonl,3.2,3.2,3.0,3.75,3.0,3.25,3.0
20,soulchat,S1,gpt,gpt,gpt-5.1,soulchat_82948,SoulChat_S1_gpt_judgments.jsonl,3.1,3.1,3.0,3.5,3.0,3.0,3.0
20,soulchat,S1,gpt,gpt,gpt-5.1,soulchat_18458,SoulChat_S1_gpt_judgments.jsonl,2.8,2.8,3.0,3.5,2.5,2.5,2.5
